ID Produk,Nama Produk,Brand,Kategori,Subkategori,Deskripsi Teks (Untuk Embeddings),Harga (Untuk Filter Metadata),URL Produk (Tautan Pembelian),url_gambar
PROD-032,Celana Avtech Quickdry Cargo,Avtech,Apparel/Outdoor,Celana,Produk Celana Avtech Quickdry Cargo dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Memiliki jahitan ganda yang diperkuat di area selangkangan dan lutut (reinforced panels) serta saku kargo beritsleting yang aman untuk menyimpan kompas atau ponsel. Desain taktis yang stylish memberikan tampilan gagah sekaligus menawarkan fungsi fungsionalitas tingkat tinggi yang dicari para petualang sejati. Produk original dari Avtech ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,196000,https://www.outdoorgear.id/produk/celana-avtech-quickdry-cargo-prod-032,https://down-id.img.susercontent.com/file/c95d2f2eb576e4c21af73513bb53952d
PROD-033,Tracking Pole Marmot Carbon Light Antishock,Marmot,Equipment/Outdoor,Tracking Pole,"Produk Tracking Pole Marmot Carbon Light Antishock dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibangun menggunakan material Carbon Fiber kelas penerbangan yang sangat ringan namun memiliki kekuatan torsional luar biasa untuk membagi beban lutut saat menanjak. Alat bantu esensial bagi pendaki yang menempuh jalur panjang guna menghemat energi otot kaki dan membagi kerja tumpuan ke otot tangan secara efisien. Sebagai salah satu rilisan unggulan, Marmot berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",220000,https://www.outdoorgear.id/produk/tracking-pole-marmot-carbon-light-antishock-prod-033,https://tse3.mm.bing.net/th/id/OIP.ZNQ4_c2CmuQTlawL5gDj4wHaHc?pid=Api&P=0&h=180
PROD-034,Sandal Gunung Quechua Ergonomic Sole Tali Webbing,Quechua,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Quechua Ergonomic Sole Tali Webbing dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi dengan anyaman tali webbing polyester yang kuat, cepat kering, serta sistem kuncian Velcro tiga titik yang dapat disesuaikan dengan volume kaki Anda. Konstruksi yang kuat dan elastis membuatnya tahan lama, menjadi partner andalan untuk mobilitas santai sehari-hari di area luar ruangan. Dengan memilih perlengkapan dari Quechua, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",205000,https://www.outdoorgear.id/produk/sandal-gunung-quechua-ergonomic-sole-tali-webbing-prod-034,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-035,Hammock The North Face Kapasitas 200kg Double Webbing,The North Face,Equipment/Camping,Hammock,"Produk Hammock The North Face Kapasitas 200kg Double Webbing dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi kainnya fleksibel namun tidak melar berlebih, dilengkapi carabiner baja solid di kedua ujungnya untuk menjamin keamanan optimal saat bersantai di camp site. Sempurna untuk melengkapi kenyamanan waktu santai Anda saat beristirahat di sela-sela pendakian gunung, piknik di hutan pinus, atau sekadar bersantai di pantai. Dengan memilih perlengkapan dari The North Face, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",242000,https://www.outdoorgear.id/produk/hammock-the-north-face-kapasitas-200kg-double-webbing-prod-035,https://a57.foxnews.com/static.foxnews.com/foxnews.com/content/uploads/2025/08/1200/675/wawona-hammock.jpg?ve=1&tl=1
PROD-036,Raincoat Patagonia Seal Hotpress Setelan Baju Celana,Patagonia,Apparel/Outdoor,Raincoat,"Produk Raincoat Patagonia Seal Hotpress Setelan Baju Celana dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material PVC baling premium yang tebal namun tetap lentur, dilengkapi teknologi double-placket ritsleting depan untuk mencegah air merembes masuk saat badai. Perlindungan wajib yang harus selalu siap di bagian atas tas carrier untuk mengantisipasi perubahan cuaca ekstrem yang tiba-tiba terjadi di tengah hutan. Produk original dari Patagonia ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",531000,https://www.outdoorgear.id/produk/raincoat-patagonia-seal-hotpress-setelan-baju-celana-prod-036,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-037,Topi Rimba Kalibre Quickdry With Neck Flap,Kalibre,Apparel/Outdoor,Topi Rimba,"Produk Topi Rimba Kalibre Quickdry With Neck Flap dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Ripstop ultra-ringan yang tahan sobek serta dilengkapi teknologi Omni-Shade UPF 50+ untuk perlindungan maksimal dari sengatan sinar ultraviolet matahari tropis. Sangat praktis dibawa karena bahannya yang mudah dilipat tanpa merusak bentuk asli, pas dimasukkan ke saku celana atau kompartemen tas kecil. Sebagai salah satu rilisan unggulan, Kalibre berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",112000,https://www.outdoorgear.id/produk/topi-rimba-kalibre-quickdry-with-neck-flap-prod-037,https://down-id.img.susercontent.com/file/id-11134207-7r991-lm8ie3iy90ac50
PROD-038,Tas Carrier Kalibre Ergonomic System 55L,Kalibre,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Kalibre Ergonomic System 55L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Cordura Honeycomb tahan sobek, dilengkapi dengan akses ritsleting depan (front loading), kompartemen kantong tidur bawah, dan saku hipbelt luas. Pilihan mutlak bagi pendaki yang melakukan perjalanan ekspedisi mandiri selama 3 sampai 5 hari di alam bebas untuk membawa seluruh logistik utama. Produk original dari Kalibre ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",769000,https://www.outdoorgear.id/produk/tas-carrier-kalibre-ergonomic-system-55l-prod-038,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-039,Hammock Osprey Parasut Sutra Double Webbing,Osprey,Equipment/Camping,Hammock,"Produk Hammock Osprey Parasut Sutra Double Webbing dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Konstruksi kainnya fleksibel namun tidak melar berlebih, dilengkapi carabiner baja solid di kedua ujungnya untuk menjamin keamanan optimal saat bersantai di camp site. Pilihan santai yang memberikan kenyamanan maksimal untuk menikmati pemandangan alam bebas dari atas pepohonan dengan keamanan yang sangat terjamin. Sebagai salah satu rilisan unggulan, Osprey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",142000,https://www.outdoorgear.id/produk/hammock-osprey-parasut-sutra-double-webbing-prod-039,https://down-id.img.susercontent.com/file/id-11134207-7ra0l-mca0zud754xu2b
PROD-040,Hammock Osprey Double Webbing Parasut Sutra,Osprey,Equipment/Camping,Hammock,"Produk Hammock Osprey Double Webbing Parasut Sutra dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dibuat dari kain Parasut Sutra (High-Grade Nylon Parachute) berukuran luas yang dijahit dengan triple-stitch nylon thread untuk menjamin kekuatan menahan beban hingga 200 kg. Pilihan santai yang memberikan kenyamanan maksimal untuk menikmati pemandangan alam bebas dari atas pepohonan dengan keamanan yang sangat terjamin. Sebagai salah satu rilisan unggulan, Osprey berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",107000,https://www.outdoorgear.id/produk/hammock-osprey-double-webbing-parasut-sutra-prod-040,https://tse3.mm.bing.net/th/id/OIP.Suo0G0S-wmaFAIFpsKjWngHaHj?pid=Api&P=0&h=180
PROD-041,Tas Carrier Avtech 45L 65L,Avtech,Equipment/Backpack,Tas Carrier,"Produk Tas Carrier Avtech 45L 65L dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari bahan Nylon Cordura Honeycomb tahan sobek, dilengkapi dengan akses ritsleting depan (front loading), kompartemen kantong tidur bawah, dan saku hipbelt luas. Investasi peralatan outdoor paling mendasar yang menawarkan ruang penyimpanan luas, manajemen kompartemen yang rapi, dan durabilitas tinggi. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",2401000,https://www.outdoorgear.id/produk/tas-carrier-avtech-45l-65l-prod-041,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-042,Raincoat Kalibre PVC Balon Setelan Baju Celana,Kalibre,Apparel/Outdoor,Raincoat,"Produk Raincoat Kalibre PVC Balon Setelan Baju Celana dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menampilkan konstruksi kain 3-layer laminated Taslan waterproof dengan rating kolom air hingga 10.000mm serta seam-sealed penuh di setiap jahitan untuk jaminan anti bocor. Sangat cocok digunakan untuk pendakian gunung tinggi, motor touring lintas kota, hingga aktivitas harian pekerja outdoor saat musim hujan tiba. Produk original dari Kalibre ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",424000,https://www.outdoorgear.id/produk/raincoat-kalibre-pvc-balon-setelan-baju-celana-prod-042,https://cf.shopee.co.id/file/42beb6c0b9cfada05ddde71c3094d075
PROD-043,Sepatu Gunung Arei High Cut Anti-Slip,Arei,Footwear/Outdoor,Sepatu Gunung,"Produk Sepatu Gunung Arei High Cut Anti-Slip dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan material Nubuck leather berkualitas tinggi yang dipadukan dengan lapisan waterproof membrane berteknologi tinggi untuk memastikan kaki tetap kering meskipun harus menerjang genangan air atau lumpur di sepanjang jalur pendakian. Pilihan terbaik untuk menghadapi medan ekstrem tropis yang penuh tantangan, mulai dari jalur tanah basah, lumpur dalam, hingga batuan cadas di zona sub-alpin. Dengan memilih perlengkapan dari Arei, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",731000,https://www.outdoorgear.id/produk/sepatu-gunung-arei-high-cut-anti-slip-prod-043,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
PROD-044,Pisau Lipat Marmot Pocket Size Multi-tool,Marmot,Equipment/Tools,Pisau Lipat,"Produk Pisau Lipat Marmot Pocket Size Multi-tool dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Memiliki handle ergonomis bertekstur anti-slip (G10 material) serta klip saku baja untuk kemudahan akses cepat saat situasi darurat di alam liar. Ukurannya yang masuk saku menjadikannya sangat praktis dibawa tanpa memakan tempat, siap digunakan kapan saja dalam situasi darurat tak terduga. Dengan memilih perlengkapan dari Marmot, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",54000,https://www.outdoorgear.id/produk/pisau-lipat-marmot-pocket-size-multi-tool-prod-044,https://down-id.img.susercontent.com/file/id-11134207-7r991-m0b3h765tyl234
PROD-045,Headlamp The North Face Waterproof IPX4 Rechargeable USB,The North Face,Equipment/Lighting,Headlamp,"Produk Headlamp The North Face Waterproof IPX4 Rechargeable USB dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Ikat kepala elastisnya menggunakan bahan breathable yang menyerap keringat dan dapat diatur kemiringannya hingga 60 derajat untuk mengarahkan fokus pandangan kaki. Sangat andal digunakan untuk kegiatan caving (susur gua), night running, montir darurat kendaraan di malam hari, hingga persiapan mati lampu di rumah. Dengan memilih perlengkapan dari The North Face, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",102000,https://www.outdoorgear.id/produk/headlamp-the-north-face-waterproof-ipx4-rechargeable-usb-prod-045,https://i5.walmartimages.com/seo/Adult-LED-Rechargeable-Headlamp-LED-Headlamps-Torch-90-Adjustable-4-Modes-IPX5-Waterproof-USB-Headlamp-Camping-Running-Hunting-Cycling_e4b07274-da5e-4ad7-80d1-942a8e6e28ca.ed648eabeb04909f288a94846c7952eb.jpeg
PROD-046,Kompor Portable Quechua Windproof Ultralight Titanium,Quechua,Equipment/Cooking,Kompor Portable,Produk Kompor Portable Quechua Windproof Ultralight Titanium dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Dilengkapi pipa pre-heating dan pemantik piezo-elektrik otomatis yang memudahkan penyalaan api bahkan dalam kondisi angin kencang atau suhu dingin pegunungan. Ukurannya yang ringkas (ultralight gear) menjadikannya favorit para penganut gaya mendaki ultralight backpacking yang sangat memikirkan efisiensi berat barang. Produk original dari Quechua ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.,327000,https://www.outdoorgear.id/produk/kompor-portable-quechua-windproof-ultralight-titanium-prod-046,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-047,Celana Avtech Water-repellent Stretch,Avtech,Apparel/Outdoor,Celana,"Produk Celana Avtech Water-repellent Stretch dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Terbuat dari kain Stretch Nylon Quick-dry yang melar ke 4 arah, memberikan kebebasan bergerak tanpa batas saat mendaki tebing atau melewati jalur curam. Desain taktis yang stylish memberikan tampilan gagah sekaligus menawarkan fungsi fungsionalitas tingkat tinggi yang dicari para petualang sejati. Sebagai salah satu rilisan unggulan, Avtech berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",387000,https://www.outdoorgear.id/produk/celana-avtech-water-repellent-stretch-prod-047,https://download.logo.wine/logo/Columbia_Sportswear/Columbia_Sportswear-Logo.wine.png
PROD-048,Matras Naturehike Alumunium Foil Angin (Inflatable),Naturehike,Equipment/Camping,Matras,"Produk Matras Naturehike Alumunium Foil Angin (Inflatable) dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Memiliki ketebalan foam optimal dengan struktur sel tertutup (closed-cell foam) berlapis aluminium foil murni yang efektif memantulkan kembali panas tubuh dan menahan dinginnya tanah. Alat vital untuk memutus konduksi dingin dari tanah ke tubuh, menjaga suhu badan tetap stabil saat Anda tidur di dalam tenda pada malam hari. Produk original dari Naturehike ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",122000,https://www.outdoorgear.id/produk/matras-naturehike-alumunium-foil-angin-inflatable-prod-048,https://m.media-amazon.com/images/I/51JTZPAa8XL.jpg
PROD-049,Botol Minum Thermal Quechua Vacuum Insulated 1 Liter,Quechua,Equipment/Tools,Botol Minum Thermal,"Produk Botol Minum Thermal Quechua Vacuum Insulated 1 Liter dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan konstruksi dinding ganda terisolasi vakum (Double-Wall Vacuum Insulated) dari material Food-Grade Stainless Steel 18/8 yang bebas karat dan BPA-Free. Konstruksinya yang kokoh menjamin umur pakai yang panjang, siap menemani petualangan ekstrem Anda melintasi berbagai medan alam liar. Produk original dari Quechua ini menawarkan standar kualitas tinggi yang sudah teruji di berbagai medan alam bebas oleh komunitas pendaki Indonesia.",222000,https://www.outdoorgear.id/produk/botol-minum-thermal-quechua-vacuum-insulated-1-liter-prod-049,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-050,Kompor Portable Naturehike Windproof Ultralight Titanium,Naturehike,Equipment/Cooking,Kompor Portable,"Produk Kompor Portable Naturehike Windproof Ultralight Titanium dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Desain kaki kompor lipat (spider leg style) yang melebar memberikan stabilitas maksimal untuk menopang nesting atau cooking set berukuran besar tanpa goyah. Ukurannya yang ringkas (ultralight gear) menjadikannya favorit para penganut gaya mendaki ultralight backpacking yang sangat memikirkan efisiensi berat barang. Dengan memilih perlengkapan dari Naturehike, Anda mendapatkan jaminan durabilitas material jangka panjang yang siap menemani puluhan perjalanan petualangan Anda ke depan.",109000,https://www.outdoorgear.id/produk/kompor-portable-naturehike-windproof-ultralight-titanium-prod-050,https://tse4.mm.bing.net/th/id/OIP._IfvqGoL72jBnt_BDX-_WQHaHa?pid=Api&P=0&h=180
PROD-051,Sandal Gunung Consina Casual Outdoor Tali Webbing,Consina,Footwear/Outdoor,Sandal Gunung,"Produk Sandal Gunung Consina Casual Outdoor Tali Webbing dirancang secara khusus untuk memenuhi kebutuhan para penggiat aktivitas luar ruangan yang dinamis. Menggunakan sasis insole berbahan foam EVA orthopedic yang mengikuti kontur kaki dan outsole rubber anti slip berpola kembangan dalam untuk traksi maksimal di batuan basah. Pilihan alternatif yang memberikan kaki Anda kesempatan untuk bernapas setelah seharian penuh terkurung di dalam sepatu gunung yang gerah. Sebagai salah satu rilisan unggulan, Consina berkomitmen menghadirkan fungsionalitas optimal tanpa mengorbankan kenyamanan pemakainya.",360000,https://www.outdoorgear.id/produk/sandal-gunung-consina-casual-outdoor-tali-webbing-prod-051,https://img.freepik.com/premium-vector/footwear-logo_603271-253.jpg?w=2000
